source,target,label
1264176,179592,0
1437367,400010,0
1653670,388560,0
495185,1678791,1
1508871,1307329,1
212125,569373,1
1519817,210268,0
1661717,1628297,1
330664,205792,1
1094322,676393,0
1069213,1127399,0
1654356,268000,0
714904,733488,1
197107,128255,1
1076323,784560,0
1184339,858121,1
1273698,1326076,0
1510053,1677934,0
1122737,1429431,0
1334439,873784,0
449076,488967,0
1543257,874449,1
1115327,747366,1
946519,412635,1
505075,61668,0
1668620,1430384,1
1270046,97576,1
51375,227362,1
210003,829096,1
991210,550322,1
197107,92797,1
834226,1214927,1
960094,1275808,1
1078249,560292,0
944801,828011,1
451397,1605537,1
1201224,729775,1
1389088,1707582,0
1619667,431088,0
92417,782472,1
437548,716443,0
387634,1254654,1
1352423,1048570,1
1415984,308595,1
359699,539456,0
499433,73315,1
330621,822866,1
1132914,1243771,0
879708,188554,1
157648,1703553,0
1420695,1534319,0
608749,879700,1
1351842,858121,0
148887,1584812,1
389766,841540,0
894169,126430,1
109144,276542,0
1419406,119305,1
1470719,57778,0
344999,563905,0
550322,308592,1
1475804,212116,0
1644915,620025,0
904209,1150298,1
953298,996287,0
1115327,388129,1
1256297,550322,1
1178362,464391,0
1444110,480292,0
702501,635535,1
190668,690138,1
1458721,650569,0
1214036,972284,0
538016,1568712,1
122807,1645967,0
1093673,1141334,1
148825,189695,0
1146336,164259,0
354249,958101,0
1256297,1550424,0
141668,863742,1
1088613,354735,0
1319174,68418,0
810861,847951,0
534771,591158,0
464391,454135,1
231120,1020589,1
580082,1062788,1
193933,392092,1
1678920,1058915,1
1299426,757363,0
1168057,1349555,0
1022971,808494,0
1603811,302883,0
1181506,1611242,0
760054,1266822,1
492338,232543,1
1076833,378676,1
610610,968049,1
698935,851319,1
1661296,591998,0
1245773,907326,0
1342043,593101,0
212125,874260,1
691467,899005,0
238319,405514,0
1048865,1173955,0
1235384,401451,0
779662,352417,1
744495,114467,1
102905,401109,0
393163,98868,0
102222,1631659,0
232794,271134,0
1193060,13956,0
1579414,537399,1
424047,1103074,1
585058,1475676,1
1352224,429836,0
381646,91497,0
358225,1088367,1
442964,490218,0
1511322,537080,1
1424219,1228040,1
1394935,658852,0
1002538,960114,0
1564801,542468,1
304033,581683,0
390179,829147,0
379494,1215634,1
273513,95684,0
1043597,1442586,1
1077010,672068,0
1658893,1489710,1
1115327,534771,1
321663,494651,0
1629472,495185,0
62731,1649651,1
98793,289189,1
1239252,122230,1
330621,1522221,1
1019988,58288,0
362887,393173,0
1146336,299175,0
499433,195306,1
24518,308080,0
575664,996287,1
1491949,819916,0
342735,99089,0
203583,358048,1
1652917,647789,0
412635,454681,0
1432489,300285,1
1205350,1622296,1
68739,1227585,1
11458,775369,0
1396558,831322,0
1047522,540472,0
1125871,33774,0
118918,371954,1
1468922,1403183,1
1426037,617990,0
1668620,863525,1
69235,944248,0
1361672,1416320,0
270774,151980,1
424047,822764,0
379494,1215388,1
1641227,1491175,1
1332879,305279,0
539472,1143669,1
1190288,842331,0
1447843,444428,0
1339568,927512,1
330621,521180,1
592370,766102,0
1428430,166745,1
557965,632281,0
1273698,1392478,0
460978,725991,0
1517860,1328746,1
348461,1086423,1
1670156,848470,0
411179,512788,0
1076833,40142,0
937150,463482,1
1208583,300285,0
1333894,309903,0
1194948,517593,0
1522296,835311,1
119305,535819,1
1616033,556755,1
807888,224861,1
1482315,791307,0
1531103,876107,1
149217,249863,0
1285369,866151,1
454681,107907,1
273513,879367,1
60206,468849,1
1042407,336941,0
1168057,1383805,0
1636585,464213,1
1595566,354650,0
1202895,1230641,0
268456,847788,0
282797,914228,1
534771,1132452,1
454935,70446,1
219004,265703,0
486719,581396,0
1260502,1542188,0
264227,944050,0
581453,1014873,1
71706,1352423,1
529947,944050,1
1448009,225511,0
1335289,890874,0
1229300,125338,0
444507,479548,1
760054,930227,0
1628970,289108,0
531309,390590,1
278716,63654,0
1472948,410467,0
1087241,1405698,0
1374092,377513,0
49448,628956,0
212125,491379,1
1256297,59312,0
820737,190668,1
651926,746834,0
1116378,1161824,0
652683,1016904,1
1616862,1692469,0
1604557,434217,0
1425175,70330,0
1052186,1217724,0
180317,528714,0
1209373,1433305,0
1125327,946446,0
1562719,243568,0
944801,589767,1
149453,1660934,0
19104,81165,1
1122053,153726,1
946079,989120,1
744495,1272802,1
258327,1661531,1
1616033,746834,0
474309,866812,0
1115327,547159,1
1484643,1506474,0
1493071,663103,0
1378721,811989,1
1578709,594821,0
952365,308080,1
419761,261084,1
239175,131310,1
270093,282972,1
1452293,862572,1
13815,848733,1
1256256,358817,0
1380562,1396327,0
1016484,591252,0
1132801,1415541,0
1445977,157732,0
306068,408960,1
1132452,840898,0
1178856,329568,0
122230,1545595,0
577677,90394,0
486243,982523,1
429955,482090,1
1351693,310508,1
721799,810861,1
1395378,755103,0
1524237,228552,0
534983,1509664,1
1088902,834401,0
1374092,1303797,1
1684222,12977,1
107907,428495,1
1174921,776661,0
42968,1423464,1
1489786,1505382,0
660185,879504,0
628865,859817,1
1466580,1433798,1
637973,552700,1
1252350,430412,0
1213478,1421948,0
212125,1445313,1
1217624,1368846,0
330621,1183403,1
401109,1396217,1
1091194,478641,0
945221,959703,0
38694,618216,0
1105318,1514849,0
444434,1213003,1
177842,443765,1
176790,199031,1
1025111,589978,0
1068306,1454012,0
1606771,143086,1
1353788,748667,1
187684,727423,0
883070,1371519,1
369969,1169334,1
510987,464844,1
785257,143086,1
100258,299909,0
417075,500256,1
1068632,1647504,1
1513684,746337,0
1404249,1663231,0
416553,848772,0
501544,848694,1
928042,1693679,1
589767,636504,1
190668,605304,0
1259691,2588,0
1228782,1321801,0
539609,608749,1
1256297,890861,1
1296752,1511881,0
1691789,548495,0
572301,830611,0
339801,501544,0
1671556,339168,0
146876,1500428,0
127469,930657,0
414586,1157198,1
437629,472803,1
866151,1572935,1
875986,814340,1
1253938,1472948,0
1362905,1643464,1
145820,865723,0
1231678,503877,0
1378806,1027542,1
1047734,1070672,0
379494,1414299,1
1205990,1228675,0
1312110,364605,0
621658,283012,1
405288,583825,0
1396093,284776,0
376612,1011565,1
1475119,18787,0
1181406,422287,1
230367,250903,0
972112,861691,1
267340,108632,1
212125,40948,1
1572935,1664320,1
606945,673730,1
1654591,383479,0
919424,94358,1
351216,743173,0
451397,1185069,1
848694,1604953,1
1245773,1651947,0
1462866,1591145,0
1260502,1052186,1
1440763,41417,0
844537,944050,0
1312458,1567386,0
1372466,52397,0
1378398,841116,0
1546646,440555,0
519093,1445977,1
482062,404928,1
1668702,501456,1
1418455,349354,0
631854,742719,1
1371484,521325,0
135711,1379519,0
651926,1633876,1
131310,1606825,0
369969,430131,0
1404249,1024753,1
1317090,844537,0
531843,1383793,1
1492231,865467,0
104654,1544841,0
1466556,392383,1
119614,1458721,0
444434,1691928,1
309862,1244789,1
1183494,629622,1
125338,1691805,0
425975,906565,0
189033,969577,0
42170,1217724,1
1584812,883070,1
53091,241424,1
1520244,1665162,0
1209373,1305724,0
1093842,581962,0
271980,984945,1
567705,584801,0
1246323,1654898,0
1470304,1132481,1
472266,1168699,1
1062283,1109832,0
1051810,1254966,0
859817,367509,1
1304434,539920,0
1041914,1164923,0
481414,799061,1
1351693,1236768,1
1140016,1568596,0
879367,791533,1
1336102,1314238,1
874509,582113,1
958423,1306630,1
1712169,38694,1
1228675,352417,1
395677,913206,0
103771,1091194,1
112993,799381,0
25895,54468,1
1175559,61008,0
438916,779066,0
246464,1524589,1
1616033,363100,1
1277699,1351089,0
1241208,1646019,0
868863,880075,0
1129255,1245182,0
101185,561307,0
834224,627406,1
760054,599559,1
1647594,860491,0
1682766,972758,0
1677926,277526,1
1031551,1593631,0
1306415,572258,1
802033,493243,1
379494,1402747,1
1324840,1623591,0
278380,1328146,1
1053576,355873,0
458817,633170,1
879708,798735,1
150566,540569,0
839722,853064,0
102905,960114,0
1368108,754905,0
285685,135239,1
772987,931251,0
442964,505493,1
1060078,1117589,0
946519,1378584,1
713787,930089,0
1097945,1118659,0
607060,1559619,1
1269896,793158,0
1058915,579282,0
1134303,1471676,0
511707,1619920,1
135711,876211,0
122341,1245833,1
928042,401109,1
1272802,1226852,1
633734,802033,0
1301765,180517,1
1392045,395249,0
1172405,1349621,0
1507606,946446,0
1066564,572301,0
31361,975281,0
581138,1181406,1
531843,413357,1
498722,749172,0
265104,847801,0
102542,956814,0
304248,1382862,1
1178137,715884,0
49806,529917,0
645236,728367,1
1081062,7794,0
396222,849647,0
1252358,1302943,0
314074,156993,1
196123,631250,0
297775,68383,0
1064428,645236,0
346483,552329,0
933463,534771,1
533943,1087952,1
1319455,739784,0
474473,422319,1
337759,363100,0
1232303,527116,0
276081,404967,1
291661,343780,0
904209,208768,1
582113,63880,0
1240777,821708,0
746310,984103,0
1611622,430757,1
1212145,622872,1
577347,646534,0
1009888,947232,1
1259849,886368,0
1417095,1442586,1
742913,537080,1
103474,848400,0
56024,629622,1
379494,915752,1
1500404,176790,0
1510679,291661,0
401109,1693679,1
522248,528921,0
1563384,253809,0
1536746,577347,1
228271,1029033,1
1404277,401815,0
267255,519530,0
347407,696990,0
554379,148887,1
776283,337675,1
1068632,512360,1
239175,423392,1
1177276,1278613,0
1166626,563073,1
666140,73087,1
1176775,849417,1
1107607,1009850,1
1239217,1432872,0
1180716,943428,0
832576,467619,1
62478,830252,0
1163564,147094,0
1233315,847436,0
31361,1411487,1
420133,1370353,1
1016484,54468,0
1491175,314074,0
1543257,848733,1
779662,1616033,1
1469784,79891,0
1588665,893812,0
321405,1628306,1
555906,69641,1
1063826,364412,0
1652917,1269308,1
1100095,605325,0
1256256,443002,0
1387862,561737,1
844085,1269146,1
1178137,1367552,1
304410,930918,1
49806,677026,0
1339232,829322,0
1693306,772728,0
1693679,434002,0
417924,6305,1
1668702,344999,0
99671,1231463,1
102222,655972,1
1186383,255975,0
1419406,1592515,1
321663,555272,0
1115327,62861,1
1037528,1237420,0
1118661,1454955,0
316014,1369265,1
1040541,462968,1
120268,154199,1
817198,827627,0
916133,1047926,1
264343,358225,0
834332,992799,0
103700,454135,1
1245773,231120,0
278380,108112,1
82225,946916,0
808510,1568712,1
1683203,959703,1
771375,1055931,1
398624,1155988,1
1155988,677150,1
594606,862108,0
1115327,1136546,1
1658893,451745,1
1444382,423392,0
1147040,1131958,1
829322,801173,1
299909,1403183,1
103771,1344336,1
460853,648555,0
1397440,595438,0
549985,68353,1
475667,1356172,1
51473,746337,0
275095,679513,1
480292,822258,0
1131892,1448009,0
1351669,1329053,1
690386,699122,0
992959,403486,1
18787,973477,1
107907,746337,0
1263543,157911,0
1192080,584666,0
1183494,828011,1
330664,1522455,1
358225,447699,0
419687,7794,0
209783,378679,0
1695836,58142,0
833518,922201,1
1261761,383162,0
1459688,1631779,0
1076814,385708,0
109093,300935,0
861766,586335,1
1288650,994971,0
733488,847788,0
418182,490550,0
768508,874509,1
1557237,833930,0
148654,479035,0
482062,1372747,1
1311887,861685,0
1274371,33369,1
1108262,1617131,0
126430,232607,1
1200243,180549,1
128255,822419,0
1454955,1680243,1
1039422,900224,0
1490171,803414,1
1671493,1103074,1
1694477,733488,1
1188303,1208583,0
416553,839279,0
1508871,131310,1
1295685,282972,1
1350893,1070672,1
1245773,386928,0
330621,1213108,1
1645414,321350,1
1177486,79983,0
99671,304248,1
51375,875986,1
254434,65266,0
1128648,614916,1
1122053,1019988,1
147730,357085,0
1196179,96165,0
491379,1562719,1
841116,835311,1
303213,47566,0
460335,519357,0
1620058,1649539,0
475667,375671,1
1008834,452532,0
991210,54468,1
275095,1473375,1
591252,605325,0
1690809,390590,1
1027619,72246,0
946503,1396327,1
1429231,549807,0
161784,1665028,1
1004985,1443750,0
444434,423814,1
1064276,1367552,0
1524625,464921,1
683070,724585,0
128796,693460,0
159277,796775,0
1281869,1536746,1
1214658,1100095,1
1214036,1502116,0
550025,111266,1
922970,827889,1
950472,97253,1
854789,589767,1
410467,735677,1
1060834,566026,0
1156715,429150,0
1423461,754207,1
1107607,840733,1
291661,748051,1
1053107,36135,0
1008834,463454,1
451745,775967,0
927512,983247,0
1628297,746310,1
1225493,846823,1
913779,413357,1
503250,614484,0
908810,940713,1
1109019,98179,0
1246853,801173,1
1228040,1178362,1
650569,586057,1
1202895,1658778,0
1003214,593145,1
1640941,603423,0
1187040,1632492,1
154916,42170,1
44687,589767,0
1333180,290767,0
1371914,972818,0
212125,98140,1
916184,254335,1
1502116,527116,0
206745,635535,1
49448,608749,1
462968,112197,1
152357,834793,1
779662,636504,1
363706,531855,1
1678050,196480,0
442964,1319455,1
1369265,651576,0
288517,806212,0
1433305,1037800,1
325726,591158,1
1197237,804793,0
1558689,475623,0
991210,1636585,1
1159123,677547,0
1649539,265648,0
207557,772987,1
179290,760421,0
808745,492888,1
716809,1694222,1
1210586,308462,1
1062283,360818,0
1694670,521148,0
1181406,752847,1
1273652,720358,0
1665430,111524,1
1068632,234319,0
1644915,874242,0
1397689,140368,1
1634505,567491,0
1057820,125716,0
1430384,919827,1
854789,98885,1
913821,91497,1
1419406,232115,1
832901,961104,1
841116,895662,0
744495,1275808,1
1580590,56024,0
1372466,782017,0
320141,63654,0
1651947,306919,0
1076833,428920,0
492338,54088,0
192242,8591,0
1583529,788966,0
470020,529947,1
1107196,1611242,0
577367,715884,0
1649539,871016,1
475667,171096,1
922970,1447553,1
1461328,896735,0
264174,97253,0
1603624,592537,0
572221,919827,1
1504678,175533,1
1116961,1250870,0
1166626,856722,1
704425,480963,1
1410903,339907,0
1657966,647006,0
513631,1037221,1
389639,405288,1
1178137,68023,1
180931,466583,1
127812,479823,0
1167523,478641,1
1178134,265648,0
1009888,111266,1
122121,299245,0
54468,1535378,1
890390,798041,1
258227,524514,0
1374516,1570931,0
156581,1541300,1
102905,1656721,0
1109832,498594,0
13844,957260,0
411415,953173,0
1245773,40568,0
1700369,64021,0
1677321,839419,0
773058,158835,1
1245364,516383,0
212125,1144311,1
1666745,826956,0
492115,953932,0
1041031,913155,0
301072,754994,0
1351935,1368331,0
210003,879708,1
1049538,1543257,0
1014021,772987,1
1074016,1351627,0
1150231,1195808,0
909692,299143,1
297540,650568,1
1175559,1578433,0
480139,9537,0
351166,888498,0
1242887,1336703,0
276081,863951,0
1094416,73324,0
1413779,1564350,0
1038255,1059457,0
1176775,1222419,1
43709,791774,0
149453,381201,1
1349328,500855,0
1581397,977883,0
1367552,363100,0
1046412,812435,1
1576924,882038,0
717380,647602,1
291661,563731,0
520396,761446,0
1059323,275423,1
1585023,839279,0
329476,1081480,1
1695836,316014,1
159277,571031,0
212125,1673952,1
1254966,786617,0
1118648,1194684,0
496593,647444,0
62583,1661674,1
1663406,218602,0
460172,164259,1
1410903,660400,1
1027359,647073,0
1664461,931674,0
103675,1544831,0
829322,1693679,1
593145,125320,1
1190628,1553339,0
1188609,861766,1
502819,581105,0
601263,921079,0
398439,924731,0
125320,1629966,1
1196712,766102,0
656012,99478,0
510987,608956,0
1329667,1454012,1
127518,1664533,0
1150877,196026,1
554379,903912,1
73315,1418948,1
1683203,1369352,1
188062,670318,0
432287,1395146,1
840721,339801,1
171096,1206102,1
1472948,44137,0
519303,164259,1
1274371,1362562,1
1025967,1035193,1
314074,302650,1
1581593,614007,0
443002,521180,0
1293706,1465803,0
1115327,1031381,1
689747,827889,0
1169334,100985,1
67727,946519,0
11293,996287,1
1487933,99843,1
794181,807087,0
1228201,1574430,0
112172,728367,1
1166626,463108,1
330621,991962,1
709475,404928,1
351296,416553,1
429327,1692715,1
1394164,321663,0
321967,1245833,1
212125,549985,1
928042,828011,1
59163,1313503,1
467508,42170,1
1532889,40568,0
585058,75289,0
275366,51473,0
464844,864710,0
1658778,306629,0
360229,1257932,1
877829,409095,1
1506474,1603951,0
521180,594606,0
1184339,1317207,0
496390,1649623,1
210268,529448,1
1613961,278716,0
1082667,562030,1
1661531,1481218,1
475667,38694,1
1441757,750212,0
405447,752916,1
621286,633734,0
379494,1469145,1
1186376,1406016,0
256438,299249,0
309862,1367253,1
44233,555272,0
251750,616822,1
1679266,597570,0
614484,179290,1
1070672,27746,0
300935,375162,0
813821,948888,0
861691,886600,0
777228,730871,1
1184178,1466580,1
1214927,306068,0
1196712,147094,0
1351935,980441,0
113726,879700,0
219016,62861,1
1432489,1650438,1
105681,1228823,0
727348,98179,0
1143908,1352224,1
1517860,278716,1
432400,73295,0
365768,1296752,1
1520244,27307,0
1134936,1290451,0
99671,325820,1
1417078,216533,0
432287,374216,1
876211,1469279,1
332690,1097872,1
1245375,592890,0
325726,884299,1
73315,1213728,1
710261,411444,1
1606825,192242,0
1603811,728367,0
643109,779797,0
1294618,1403074,0
379494,1532889,1
513566,709475,0
1584687,533024,0
547159,796360,0
284876,47049,0
1037800,517593,0
193387,647602,0
1259940,717704,0
1159241,595550,0
1107607,710239,1
1414299,60737,0
1683562,260414,0
1512460,475667,1
621867,779751,0
1578709,1523564,1
1052897,368099,0
444434,856754,1
1403074,599635,0
44137,59163,0
1535577,1705410,1
1295685,1453103,0
1049538,254434,0
329391,1042207,1
4442,469740,0
1008929,1694477,0
212125,920654,1
1112183,718315,0
1246853,67435,0
1143260,833930,0
1636668,833207,0
1127399,469740,0
136410,393384,0
12977,293283,1
1056927,1390818,0
268456,646121,0
1573558,354249,0
1663980,469459,1
522217,1214477,1
1088855,1658778,0
1698634,991962,0
398624,154916,1
87357,472803,1
231120,1336583,1
1003214,1149941,0
130760,588634,0
1557439,287910,1
502309,86723,0
745478,1664320,1
101609,432063,0
1350893,819319,1
1535378,245052,0
1356285,303213,0
520672,985058,0
883200,1228675,1
614497,631702,0
1598330,894187,0
1171850,1664533,0
591944,906139,1
1372997,466697,0
1546646,424047,1
1247538,403486,0
444659,86723,1
549985,792048,1
903059,1607457,1
1231902,382143,0
52397,828011,1
101659,1136252,0
685046,953932,0
1641642,694836,1
548480,555906,1
1184178,839221,1
47907,744929,0
1653896,452887,0
267255,968355,0
400836,1013063,1
63880,921079,0
1524880,63880,0
1383805,802642,0
1373433,878252,0
1020589,364228,0
706670,909564,0
723262,492338,1
381646,599635,0
1631587,875029,0
230632,270841,0
146959,805240,0
1631779,1262350,1
1181406,789650,1
1650438,378590,1
1414117,716443,1
141263,852287,0
427966,520487,0
1134546,348461,0
1015414,438916,1
360229,60393,1
1269896,131310,1
470020,1458721,1
1619920,730032,1
582113,62478,0
578542,746239,0
1157195,844085,1
1706503,1621593,1
1106515,1125835,0
739784,841116,0
131848,1370353,0
11777,362156,0
379494,750212,1
1244789,1318960,0
1150231,62731,0
668714,668930,0
261054,61008,0
1661674,1683207,0
1386397,720173,0
522248,254335,1
62861,649253,0
1155988,437629,0
182882,685046,0
492570,614554,0
170084,355494,0
1317090,1488488,0
1018231,365191,0
240890,430071,0
342735,524305,0
1274173,1396217,0
44363,71706,0
1512460,451397,1
397395,1195441,1
476368,98280,0
1578709,257526,1
991490,1049661,1
1475804,1635754,0
1386512,1403031,1
363706,984430,0
444507,560609,1
115611,1328746,0
633921,930227,0
883200,1246853,1
186545,914718,0
1667211,282972,1
1024172,585814,1
1077010,299245,0
125534,317562,0
1205076,528714,0
1683203,1043781,1
1440238,51711,0
386008,1200243,1
1541300,678498,0
304410,856964,1
214462,741208,1
595066,727485,0
518283,875462,0
1303652,668852,0
1539216,1509664,1
1072514,741685,0
386008,894169,1
1695143,608749,1
1651345,95031,0
956356,836444,1
1544562,299245,0
1102277,1265299,0
861766,1616972,1
1243554,723104,0
1328202,465906,1
358225,628956,1
119305,1423461,1
452532,1209581,1
22052,893812,0
321967,1293706,1
1204173,764986,0
1288650,1426037,0
1647504,304388,0
637973,1297252,1
371176,1055931,1
972509,555272,1
1228675,1371519,1
54468,1492231,1
249863,1552383,1
1339232,607800,0
1586358,1326014,1
1566300,209922,0
702007,1088367,1
299249,271697,1
54468,557970,1
1055554,1351669,0
230632,785257,0
1045272,271697,0
146152,383603,0
1281950,1642586,1
209922,560292,0
1665105,945879,0
847436,885430,0
1323614,1697463,1
1270087,705227,0
1235908,585058,0
218678,210268,1
1445977,701974,0
1012676,528714,0
268530,699862,0
168043,1159377,1
1180133,251311,1
535973,503536,1
525964,725991,0
1508480,255975,0
630878,1430384,1
1383805,457428,0
1191380,1030666,1
127167,90394,0
1683203,1528707,1
40605,135711,1
534558,271980,1
1183494,636504,1
539463,854789,0
59461,798601,0
561737,534771,1
15745,891454,1
257526,389639,1
1600099,190172,0
1445947,92756,1
430341,102589,1
101659,1522037,1
1419406,107907,1
1227585,192242,0
1075930,1518282,0
51375,1262396,1
1278138,283377,0
1671493,540472,0
522217,810861,0
1673952,1489710,1
663103,728367,1
891454,909157,0
580822,84922,0
1619494,526319,1
145625,1615507,0
1304434,1544562,0
944801,535991,1
1275196,659307,1
552904,1343260,1
1619769,754207,0
1165710,922201,0
212125,1017874,1
1674686,1698001,1
354383,581683,0
1228675,1635754,0
119305,432063,1
1511322,403726,1
581683,589559,1
1651345,56943,1
831904,48270,1
1278138,883070,1
1614384,270841,0
909157,141210,1
268456,883623,0
1378584,852307,1
1649651,1553770,1
1695836,976050,0
933463,1518282,1
861766,238319,1
539472,772085,0
1115327,1254654,1
68739,430341,1
121676,4442,0
1614790,1583526,1
1351669,1518282,0
574580,1511322,1
187488,329476,0
1443377,877505,0
147094,487906,0
212125,1435593,1
1336104,232505,0
1631779,403486,1
1111284,739317,1
580082,959487,1
255975,68023,0
536253,70330,0
787767,107510,1
1564801,1091129,1
368616,730051,0
756940,792048,1
1302518,607404,0
1652753,1056891,1
127812,475747,0
1488916,287910,0
321967,264244,1
1005643,258512,0
1236894,779662,0
1640941,1673952,0
1064410,424110,0
865709,1304785,1
1468922,679579,0
1469145,539456,0
1293017,1484444,0
11293,581683,1
1270087,769841,0
1114448,827488,0
1103912,113683,0
1073456,1396217,1
316571,761367,0
890874,1025967,1
103771,141263,1
1213108,520483,1
1344869,697618,0
1598327,138491,1
362156,832576,0
319459,335781,0
1664533,534988,0
235179,561307,0
1678406,777046,1
1059022,555272,0
169951,836742,0
259931,955901,1
1190288,934860,0
386161,555921,1
74673,847092,0
1586930,45460,1
581396,915752,1
330621,1674954,1
1150231,731858,0
1701254,847706,1
1519817,993818,0
306261,1093842,1
464009,691107,1
586057,891191,0
281753,330987,0
898,152997,1
555676,183673,1
1034798,397395,1
103771,1323614,1
1491949,563073,0
127424,206745,0
114381,649253,1
1171850,499807,1
1670156,535973,1
1062200,868937,0
513232,859817,1
1086720,537399,1
1099477,1351669,0
386161,1618338,1
1218808,1680366,0
1387862,956128,1
243233,981213,0
103771,458817,1
560609,585814,0
103771,1617018,1
118061,1214658,0
511387,695589,0
271134,834982,0
189033,408951,0
1444778,372523,0
1185069,1324815,0
232505,572563,1
1285266,633734,0
1668702,308592,0
1531209,385675,0
1523747,1496206,1
570386,539472,1
1668620,1518215,1
1458516,409844,1
375104,782472,0
1099048,1201224,0
183673,328775,0
579356,730234,0
13844,1644221,0
1103074,1677926,0
1565527,381646,0
563731,70546,1
666773,1155813,1
566838,665181,1
1328146,743428,0
299245,871710,0
721059,1235801,1
1034798,1429231,1
259931,866151,1
148193,637973,1
773217,1336703,1
656012,861476,0
1140755,828011,0
344297,265259,1
1069213,869828,1
375104,782017,1
1132914,1299779,0
1215388,1692469,0
1134936,221165,0
285685,413357,1
1270087,602015,0
1184178,92373,1
1118159,898292,1
519303,873059,1
1036425,33262,0
1356285,592370,0
1198468,410467,0
854789,321967,1
1592515,1668685,0
1218965,569373,0
651107,956128,0
1514782,316233,1
1157576,1333715,0
581105,788966,0
1355593,746337,1
481414,589315,1
1640421,1138942,1
1166626,686909,1
1678406,625384,0
1654723,593101,0
210003,1088367,1
1264776,368935,1
1654457,1536205,1
1099477,428161,0
252840,492338,1
1419406,1679924,1
834401,1454985,1
25442,1394164,1
1435450,1629472,1
334546,670497,0
552904,788454,1
101381,383683,0
1314432,636490,0
508895,776283,0
378590,53103,0
120268,648457,1
1629948,897283,0
1205076,475623,0
483877,1491040,1
1012825,69235,0
1636585,9222,1
112539,470901,0
472266,171248,1
1544530,672024,0
257526,211129,1
42170,1432872,1
1445407,958101,0
1274371,106066,1
338955,472418,1
467619,1415977,1
54468,814741,1
1072514,1333883,0
164744,452887,0
678845,109854,1
1387239,228552,0
303213,34966,0
572221,698704,0
1491949,232575,0
581396,1205456,1
932144,1209373,1
54468,298064,1
1695143,496593,1
357355,668031,1
513566,868401,1
1061643,1105318,0
372523,98793,1
1062283,1647594,0
1418431,285685,0
1599542,585511,0
379392,566026,1
1616775,563905,1
73315,208747,1
1631779,864779,1
347407,101659,1
1200243,240116,1
678845,989319,0
815781,85722,0
1573558,521933,0
1603624,308019,0
1100095,996287,0
592122,1669266,1
240022,965911,0
212125,297648,1
630878,1184669,1
1144988,914718,0
93707,972509,0
1349187,493243,0
1522296,492814,0
1636595,924061,1
1048570,459761,0
379494,1290451,1
346215,1661720,1
1213478,79860,0
554379,779662,1
539463,540569,0
1614790,1029033,1
1211285,1362905,1
1333718,409877,0
959487,1410903,1
1351842,1669536,0
1345575,322550,0
1096322,1238860,0
417075,453249,0
503339,1138942,1
1160777,389041,0
779662,903912,1
101609,834793,0
1599099,565287,0
1190335,183673,1
554379,378590,1
1266944,1687368,0
1141591,440555,1
1271934,1654336,0
1566585,1622296,0
710202,397395,1
330082,68023,0
152108,393859,0
1557439,1669266,0
422066,499433,0
1096176,1329794,0
1242887,551638,0
1476414,685046,1
419761,348732,1
1359765,303213,0
1403183,1523564,0
808510,1195441,1
1430489,474715,0
1352415,950472,1
548480,1068625,1
419761,631410,1
431237,698704,1
1663980,1014021,1
251447,239175,1
1537344,727485,0
1264144,744495,0
1082766,1375307,0
536907,927979,0
1375307,373580,1
1607457,545184,0
1339568,1622296,0
168043,1554913,1
1213108,1293393,1
744495,612812,1
1233651,1644221,0
189375,1118659,1
1299820,837943,0
1038255,623037,0
1663980,1144824,1
1535684,1104947,1
1387741,679424,0
610610,253809,1
947485,1214658,1
1047734,959157,0
393163,1092959,1
592890,70786,0
666773,1118012,1
1244789,883144,0
1650438,779662,1
1333883,1535634,1
1269931,972795,0
1578709,362217,1
1201019,273513,0
482062,73295,0
1237355,581412,0
1431592,427966,0
1278613,225511,0
1661420,68383,0
1222419,308592,0
393163,903242,1
114215,638468,0
330621,1006152,1
715884,1266318,1
631246,476992,1
516898,909692,1
566838,839722,1
1013454,590926,0
859817,23517,1
702007,9222,1
486233,730500,0
128134,1479634,0
339387,858370,0
1672292,984430,0
814961,734301,1
103675,1654356,0
1155813,1653038,0
1493071,393574,1
232361,289189,0
1349555,564790,0
1326014,850187,0
1100542,153726,0
668714,785100,0
1596509,805240,0
834224,566838,1
1269308,834981,1
1543342,467508,0
1446149,453249,0
1248197,228095,0
839263,1086720,1
31361,869256,1
1169344,785100,1
1097872,1404249,0
1274371,965253,1
109144,1150877,0
724585,893467,0
1017874,346206,0
1138942,452887,0
987641,955901,1
1688345,784760,1
1362795,579282,0
1350893,849417,0
20117,1210608,1
1141334,1269896,1
1321762,714601,0
1330322,620443,0
128255,145625,0
1627572,563878,0
876107,484718,1
112197,224808,0
319459,396222,0
1275808,191910,0
1160029,147085,0
862572,1519817,1
1456180,44344,1
1041031,1132452,0
330621,107818,1
567491,205792,1
946519,168085,1
989319,897813,1
360818,575980,0
465085,1041914,1
153592,1644221,1
283147,760421,1
252467,88837,0
768820,739317,1
1536746,293505,1
141217,592370,0
1477254,67385,1
1121917,533943,0
834224,1567063,1
482062,768399,0
352417,98885,1
162446,44363,1
1548315,1582994,0
135239,45460,0
393859,422287,0
1454658,689426,0
827889,859817,0
859817,1637358,1
921079,1028903,1
260813,1695072,1
647444,79599,0
160037,691467,0
550322,822341,1
1700221,93471,0
27307,1544831,1
153662,814741,0
890390,148193,1
1700369,80910,0
